ID,location,total_review,review,source,is_synthetic,source_clean,review_length_chars,review_length_words,has_emoji,has_excessive_caps,unique_words_ratio,review_clean,review_length_chars_clean,review_length_words_clean,sentiment_vader,score_vader
13,Pokhara,52 reviews,A place where u could enjoy sunrise and sunset being on side of peaceful lake .. Boating and other activities are also available but be warned its too crowded on holidays.. so if you want to enjoy the true beauty of the lake visit during weekdays..,real,False,Réel,248,46,False,False,0.8695652173913043,A place where u could enjoy sunrise and sunset being on side of peaceful lake .. Boating and other activities are also available but be warned its too crowded on holidays.. so if you want to enjoy the true beauty of the lake visit during weekdays..,248,46,Positif,0.9485
14,Pokhara,46 reviews,"I personally can never have enough of lakeside! Either it be in the morning or evening, its so peaceful, calm and relaxing. Boating in fewa lake with the view of machhapuchhre and other mountain ranges is amazing",real,False,Réel,212,37,False,False,0.8918918918918919,"I personally can never have enough of lakeside! Either it be in the morning or evening, its so peaceful, calm and relaxing. Boating in fewa lake with the view of machhapuchhre and other mountain ranges is amazing",212,37,Positif,0.9323
15,Pokhara,201 reviews,This is a must visit place in Pokhara. Very neat and clean and lots of things to explore there. Walking on the sides of fewa lake is what makes it awesome. Varieties of restaurants and hundreds of local handcrafted shops is what makes it awesome.,real,False,Réel,247,45,False,False,0.7555555555555555,This is a must visit place in Pokhara. Very neat and clean and lots of things to explore there. Walking on the sides of fewa lake is what makes it awesome. Varieties of restaurants and hundreds of local handcrafted shops is what makes it awesome.,246,45,Positif,0.9377
16,Pokhara,156 reviews,No words to describe the beauty of this place. Been here many times but feels it's like great every time. Talk about lake or the amazing sunset view are just phenomenal. Also the Market place here is so clean and well managed. Can't forget to mention the best place for food and to hangout. I recommend everyone to visit this place.,real,False,Réel,332,61,False,False,0.819672131147541,No words to describe the beauty of this place. Been here many times but feels it's like great every time. Talk about lake or the amazing sunset view are just phenomenal. Also the Market place here is so clean and well managed. Can't forget to mention the best place for food and to hangout. I recommend everyone to visit this place.,332,61,Positif,0.9889
17,Pokhara,170 reviews,Pokhra lakeside is one the main attractions. There are small restaurants and shops by the lakeside that offer great view and good food. I liked the mornings for a short jog and then may be chill out with a cup of coffee and some good baked …,real,False,Réel,241,47,False,False,0.8297872340425532,Pokhra lakeside is one the main attractions. There are small restaurants and shops by the lakeside that offer great view and good food. I liked the mornings for a short jog and then may be chill out with a cup of coffee and some good baked …,241,47,Positif,0.9382
18,Pokhara,46 reviews,"One of the beautiful and clean City in Nepal. There are so many lake, waterfall and mountain around. So beautiful and powerful temple as well 🥰🙏 …",real,False,Réel,146,27,True,False,0.8518518518518519,"One of the beautiful and clean City in Nepal. There are so many lake, waterfall and mountain around. So beautiful and powerful temple as well 🥰🙏 …",146,27,Positif,0.9399
19,Pokhara,124 reviews,Loved it! TIP: The boating ticket kiosk sucks big time so would recommend renting the self kayak if you can.,real,False,Réel,108,20,False,False,0.95,Loved it! TIP: The boating ticket kiosk sucks big time so would recommend renting the self kayak if you can.,108,20,Positif,0.6673
20,Pokhara,18 reviews,Great place to hangout with closed ones... Perfect view and peaceful environment... Good restaurants nearby and also adventures that can't be missed out... ❤,real,False,Réel,159,24,False,False,0.9583333333333334,Great place to hangout with closed ones... Perfect view and peaceful environment... Good restaurants nearby and also adventures that can't be missed out... ❤,157,24,Positif,0.953
21,Pokhara,47 reviews,"Great place to chill out. Expect people and crowd all the time, All The Time! Got many options for all types of crowd. Me, I love chilling on the banks of the lake. A must visit place for everyone.",real,False,Réel,197,39,False,False,0.7948717948717948,"Great place to chill out. Expect people and crowd all the time, All The Time! Got many options for all types of crowd. Me, I love chilling on the banks of the lake. A must visit place for everyone.",197,39,Positif,0.8588
22,Pokhara,32 reviews,We enjoyed 2 hours boat ride in Fewa Lake. The view was absolutely breathtaking and I'm glad we also got the chance to visit the temple which was on the other side of the lake.,real,False,Réel,176,35,False,False,0.8,We enjoyed 2 hours boat ride in Fewa Lake. The view was absolutely breathtaking and I'm glad we also got the chance to visit the temple which was on the other side of the lake.,176,35,Positif,0.8908
23,Pokhara,110 reviews,A beautiful lake with the cool weather to walk during autumn. Plenty of local tourists and some foreigners during this Pandemic.Boating activities are available for rent. Lots of local tourists too.,real,False,Réel,198,31,False,False,0.8709677419354839,A beautiful lake with the cool weather to walk during autumn. Plenty of local tourists and some foreigners during this Pandemic.Boating activities are available for rent. Lots of local tourists too.,198,31,Positif,0.7351
24,Pokhara,12 reviews,"Fewa lake always stunts in different weather, street foods are amazing, lovely people are around and good enough security for also family trip.",real,False,Réel,143,23,False,False,0.9565217391304348,"Fewa lake always stunts in different weather, street foods are amazing, lovely people are around and good enough security for also family trip.",143,23,Positif,0.9169
25,Pokhara,78 reviews,"The place is very vibrant with lot of pubs around the lake, live music is common across the pub (mix of Hindi and Nepali songs). You can pay using VISA card (credit/debit) or using Nepali or even Indian currency. …",real,False,Réel,214,40,False,False,0.825,"The place is very vibrant with lot of pubs around the lake, live music is common across the pub (mix of Hindi and Nepali songs). You can pay using VISA card (credit/debit) or using Nepali or even Indian currency. …",214,40,Positif,0.5095
26,Pokhara,557 reviews,"Such a beautiful place in nepal. If u want to relax for few days than u must visit this place. Soo many good places here to explore in pokhra also like shanti stupa, mahendra …",real,False,Réel,176,35,False,False,0.9142857142857144,"Such a beautiful place in nepal. If u want to relax for few days than u must visit this place. Soo many good places here to explore in pokhra also like shanti stupa, mahendra …",176,35,Positif,0.91
27,Pokhara,40 reviews,Best place to walk around. You will fall in love with the beauty of this place during sunset. 😍,real,False,Réel,95,19,True,False,0.9473684210526316,Best place to walk around. You will fall in love with the beauty of this place during sunset. 😍,95,19,Positif,0.9217
28,Pokhara,76 reviews,Soóóooó beautiful site... Pokhara lake side is the best natural places... Heart ❤️ and soul touches fillings in this site.... …,real,False,Réel,127,21,False,False,1.0,Soóóooó beautiful site... Pokhara lake side is the best natural places... Heart ❤️ and soul touches fillings in this site.... …,127,21,Positif,0.891
29,Pokhara,55 reviews,The best place to chill. I work so this was a complete get away place for me. You can drink beer and chill by the lake and just be in the vibe,real,False,Réel,142,32,False,False,0.875,The best place to chill. I work so this was a complete get away place for me. You can drink beer and chill by the lake and just be in the vibe,142,32,Positif,0.6369
30,Pokhara,36 reviews,"Loved the peaceful environment, mesmerizing scene and boat riding. Sunrise and sunset is the best time to visit this place.",real,False,Réel,123,20,False,False,0.9,"Loved the peaceful environment, mesmerizing scene and boat riding. Sunrise and sunset is the best time to visit this place.",123,20,Positif,0.9062
31,Pokhara,126 reviews,Very crowded due to educational tour good for boating . We can see some good scenery from the fewa lake side. You can enjoy boating with your boating skill by self or you can take a person who will help you to go around you.you can enjoy tea and few snacks while dipping into the beauty of fewa lake.,real,False,Réel,303,59,False,False,0.7966101694915254,Very crowded due to educational tour good for boating . We can see some good scenery from the fewa lake side. You can enjoy boating with your boating skill by self or you can take a person who will help you to go around you.you can enjoy tea and few snacks while dipping into the beauty of fewa lake.,300,59,Positif,0.9565
32,Pokhara,17 reviews,The Pokhara Lake is a wonderful place to just sit and relax and enjoy the serenity and the tranquility of the nature. Sunrise and sunset is mesmerizing.,real,False,Réel,152,27,False,False,0.7407407407407407,The Pokhara Lake is a wonderful place to just sit and relax and enjoy the serenity and the tranquility of the nature. Sunrise and sunset is mesmerizing.,152,27,Positif,0.9118
33,Pokhara,267 reviews,Pokhara lakeside is the heart of pokhara. I visited pokhara twice and thus visited lakeside a lot of times. I recommend to avoid nepali holiday dates like the new year which was my last visit time as the crowd is just too much during those …,real,False,Réel,241,46,False,False,0.8260869565217391,Pokhara lakeside is the heart of pokhara. I visited pokhara twice and thus visited lakeside a lot of times. I recommend to avoid nepali holiday dates like the new year which was my last visit time as the crowd is just too much during those …,241,46,Positif,0.6705
34,Pokhara,53 reviews,Pokhra lakeside is a place where u can spend evening with your loved once along with live music and of course Alcohol without restrictions.,real,False,Réel,143,24,False,False,0.9583333333333334,Pokhra lakeside is a place where u can spend evening with your loved once along with live music and of course Alcohol without restrictions.,139,24,Positif,0.5994
35,Pokhara,49 reviews,"Such a beautiful place ❤🤗... You can so comfortable and affordable hotels around here... Hotel staff can arrange all kind of activities from the hotel like( paragliding, rafting, helicopter visit etc)... You must have to visit here if u go for nepal",real,False,Réel,249,42,False,False,0.9047619047619048,"Such a beautiful place ❤🤗... You can so comfortable and affordable hotels around here... Hotel staff can arrange all kind of activities from the hotel like( paragliding, rafting, helicopter visit etc)... You must have to visit here if u go for nepal",249,42,Positif,0.8458
36,Pokhara,24 reviews,"This place is so amazing 🥰🤩🥰🤩. People should definitely visit this place if they have low budget and want to visit in Nepal , should not miss this Disneyland.",real,False,Réel,158,29,False,False,0.8275862068965517,"This place is so amazing 🥰🤩🥰🤩. People should definitely visit this place if they have low budget and want to visit in Nepal , should not miss this Disneyland.",158,29,Positif,0.8026
37,Pokhara,119 reviews,"Pokhara Lake Pokhara Lake is a well-known lake in Nepal, which is located in the very middle. There is a Mata temple situated in the middle of the jheel which is very beautiful panoramic and philosophical and from here you can also see the range of Annapurna hills and you can enjoy boating here. very beautiful and captivating",real,False,Réel,329,58,False,False,0.6206896551724138,"Pokhara Lake Pokhara Lake is a well-known lake in Nepal, which is located in the very middle. There is a Mata temple situated in the middle of the jheel which is very beautiful panoramic and philosophical and from here you can also see the range of Annapurna hills and you can enjoy boating here. very beautiful and captivating",327,58,Positif,0.9116
38,Pokhara,9 reviews,"It's a great place for everyone. You can enjoy the lake view and boating during the daytime. At night you can join the live concerts, dancing and cultural shows.",real,False,Réel,161,29,False,False,0.8275862068965517,"It's a great place for everyone. You can enjoy the lake view and boating during the daytime. At night you can join the live concerts, dancing and cultural shows.",161,29,Positif,0.8591
39,Pokhara,103 reviews,"Pokhara lake is beautiful, boating is available and in reasonable rate. But there is no place for shopping as products are more costly here",real,False,Réel,139,24,False,False,0.9166666666666666,"Pokhara lake is beautiful, boating is available and in reasonable rate. But there is no place for shopping as products are more costly here",139,24,Négatif,-0.3377
40,Pokhara,511 reviews,"Loved the stay in Pokhra, has tourist around the globe.. has very good bar and pubs over the streets which are operating till 2am..",real,False,Réel,131,24,False,False,0.875,"Loved the stay in Pokhra, has tourist around the globe.. has very good bar and pubs over the streets which are operating till 2am..",131,24,Positif,0.796
41,Pokhara,10 reviews,"Amazing view, came here for breakfast twice so lovin’ it. Fantastic view and very cool place.",real,False,Réel,93,16,False,False,1.0,"Amazing view, came here for breakfast twice so lovin’ it. Fantastic view and very cool place.",93,16,Positif,0.8822
42,Pokhara,75 reviews,Fantastic scenic location with tourist attraction site. The area has plenty of good restaurants with reasonable price and good hotels around.,real,False,Réel,141,21,False,False,0.9047619047619048,Fantastic scenic location with tourist attraction site. The area has plenty of good restaurants with reasonable price and good hotels around.,141,21,Positif,0.9081
43,Pokhara,303 reviews,"Beautifully maintained, scenic location, the heart throb of Pokhara. Well organised boating. The cherry on the pie was the Aarti on its banks.",real,False,Réel,142,23,False,False,0.8260869565217391,"Beautifully maintained, scenic location, the heart throb of Pokhara. Well organised boating. The cherry on the pie was the Aarti on its banks.",142,23,Positif,0.7003
44,Pokhara,12 reviews,"Beautiful amazing resort, staff very co-opertive, food no.1, Highly Scenic surrounding, Pewa Lake so natural and beautiful.",real,False,Réel,123,17,False,False,1.0,"Beautiful amazing resort, staff very co-opertive, food no.1, Highly Scenic surrounding, Pewa Lake so natural and beautiful.",123,17,Positif,0.9442
45,Pokhara,13 reviews,Beautiful place to go boating and if you just wanna enjoy the beauty of this lake then you can enjoy from nearby cafes and other small restaurant 💯🔥you will be served hot tea.,real,False,Réel,175,33,True,False,0.9090909090909092,Beautiful place to go boating and if you just wanna enjoy the beauty of this lake then you can enjoy from nearby cafes and other small restaurant 💯🔥you will be served hot tea.,175,33,Positif,0.9337
46,Pokhara,12 reviews,Pokhara lake side is one of the best lake sides I have ever been to. You cam enjoy a chicken BBQ with a bottle of beer by sitting near the lake and watching Himalayan. …,real,False,Réel,169,35,False,False,0.8571428571428571,Pokhara lake side is one of the best lake sides I have ever been to. You cam enjoy a chicken BBQ with a bottle of beer by sitting near the lake and watching Himalayan. …,169,35,Positif,0.8126
47,Pokhara,97 reviews,"Pokhara lake side is an amazingly beautiful place to be. It is like an upmarket place with lots of hotels, shops and restaurants. One can just walk around the lake or just sit to just enjoy the lake view. …",real,False,Réel,206,40,False,False,0.775,"Pokhara lake side is an amazingly beautiful place to be. It is like an upmarket place with lots of hotels, shops and restaurants. One can just walk around the lake or just sit to just enjoy the lake view. …",206,40,Positif,0.8718
48,Pokhara,51 reviews,Beautiful & peaceful area. Place to get peace and enjoy true beauty of nature. Normally crowded by tourists especially from India and some European nations. Boating is another major attraction. …,real,False,Réel,195,31,False,False,0.967741935483871,Beautiful & peaceful area. Place to get peace and enjoy true beauty of nature. Normally crowded by tourists especially from India and some European nations. Boating is another major attraction. …,195,31,Positif,0.9732
49,Pokhara,370 reviews,Very nice place. You just can enjoy the enviournment and beside the lake there is lots of street vendors who sell different foods. You can have a boat ride in lake,real,False,Réel,163,31,False,False,0.8709677419354839,Very nice place. You just can enjoy the enviournment and beside the lake there is lots of street vendors who sell different foods. You can have a boat ride in lake,163,31,Positif,0.7425
50,Pokhara,4 reviews,It's a nice place for relaxation... When u get tired after ur work u can visit there after... I had been there for several time and all the time was an amazing....,real,False,Réel,163,32,False,False,0.875,It's a nice place for relaxation... When u get tired after ur work u can visit there after... I had been there for several time and all the time was an amazing....,163,32,Neutre,-0.0258
51,Pokhara,4 reviews,It's a nice place for relaxation... When u get tired after ur work u can visit there after... I had been there for several time and all the time was an amazing....,real,False,Réel,163,32,False,False,0.875,It's a nice place for relaxation... When u get tired after ur work u can visit there after... I had been there for several time and all the time was an amazing....,163,32,Neutre,-0.0258
52,Pokhara,41 reviews,Phewa lake in Pokhara is a must visit place in Nepal. Take a boat ride to enjoy the full view of mountain range.,real,False,Réel,112,23,False,False,0.9130434782608696,Phewa lake in Pokhara is a must visit place in Nepal. Take a boat ride to enjoy the full view of mountain range.,112,23,Positif,0.4939
53,Pokhara,65 reviews,One of the Great place of Pokhara with cool weather. You can enjoy boating in daytime and night you can enjoy with live consert ... If you are in pokhara you must visit lakeside...... Strongly recommend,real,False,Réel,202,36,False,False,0.75,One of the Great place of Pokhara with cool weather. You can enjoy boating in daytime and night you can enjoy with live consert ... If you are in pokhara you must visit lakeside...... Strongly recommend,202,36,Positif,0.9468
54,Pokhara,8 reviews,𝕍𝕖𝕣𝕪 𝕟𝕚𝕔𝕖 𝕡𝕝𝕒𝕔𝕖 𝕥𝕠 𝕤𝕡𝕖𝕟𝕕 𝕘𝕠𝕠𝕕 𝕥𝕚𝕞𝕖 𝕨𝕚𝕥𝕙 𝕗𝕒𝕞𝕚𝕝𝕪 𝕒𝕟𝕕 𝕖𝕟𝕛𝕠𝕪 𝕝𝕠𝕔𝕒𝕝 𝕤𝕟𝕒𝕔𝕜𝕤.,real,False,Réel,70,13,False,False,1.0,𝕍𝕖𝕣𝕪 𝕟𝕚𝕔𝕖 𝕡𝕝𝕒𝕔𝕖 𝕥𝕠 𝕤𝕡𝕖𝕟𝕕 𝕘𝕠𝕠𝕕 𝕥𝕚𝕞𝕖 𝕨𝕚𝕥𝕙 𝕗𝕒𝕞𝕚𝕝𝕪 𝕒𝕟𝕕 𝕖𝕟𝕛𝕠𝕪 𝕝𝕠𝕔𝕒𝕝 𝕤𝕟𝕒𝕔𝕜𝕤.,70,13,Neutre,0.0
55,Pokhara,62 reviews,Best place to spend whole evening. Simple boat ride to JalaVaragi temple island and back. Evening Ganga Harathi is a devotional dedication.  Excellent experience with lakeside walk and shopping place for Tourists.,real,False,Réel,214,32,False,False,0.90625,Best place to spend whole evening. Simple boat ride to JalaVaragi temple island and back. Evening Ganga Harathi is a devotional dedication. Excellent experience with lakeside walk and shopping place for Tourists.,212,32,Positif,0.8779
56,Pokhara,75 reviews,"Phewa Lake isn't just a Great Lake, it's the heart of this Beauty Capital of Nepal - Hamro Ramro #Pokhara",real,False,Réel,105,20,False,False,0.95,"Phewa Lake isn't just a Great Lake, it's the heart of this Beauty Capital of Nepal - Hamro Ramro #Pokhara",105,20,Positif,0.2973
57,Pokhara,73 reviews,"A very good place for the morning walk with a gentle breeze. Local masala tea is very good here. If the sky is clear, The Dhawlagiri, The Annapirna, The Machupuchare was veing observed.",real,False,Réel,185,33,False,False,0.7575757575757576,"A very good place for the morning walk with a gentle breeze. Local masala tea is very good here. If the sky is clear, The Dhawlagiri, The Annapirna, The Machupuchare was veing observed.",185,33,Positif,0.8976
58,Pokhara,97 reviews,"If you want to experience calm and peace, early morning is the best time to visit . If you want music and people then evening and night is the best time",real,False,Réel,152,31,False,False,0.6774193548387096,"If you want to experience calm and peace, early morning is the best time to visit . If you want music and people then evening and night is the best time",152,31,Positif,0.9413
59,Pokhara,6 reviews,"Visit for a breath of fresh air, any time in the day. Serene, scenic and peaceful. The afternoons are busier than other times. Street foods available.",real,False,Réel,150,26,False,False,0.9615384615384616,"Visit for a breath of fresh air, any time in the day. Serene, scenic and peaceful. The afternoons are busier than other times. Street foods available.",150,26,Positif,0.8176
60,Pokhara,61 reviews,Purest form of nature is here....one of the good place of NEPAL.. RATHER THEN KATHAMANDU..... GO AND ENJOY THE NATURE.... FELL AND FIND WHAT YOU WANT....... I ❤love this place.,real,False,Réel,176,30,False,False,0.8666666666666667,Purest form of nature is here....one of the good place of NEPAL.. RATHER THEN KATHAMANDU..... GO AND ENJOY THE NATURE.... FELL AND FIND WHAT YOU WANT....... I ❤love this place.,176,30,Positif,0.7804
61,Pokhara,5 reviews,"Most beautiful place of nepal in pokhra district, You can enjoy boat ride and paragliding here",real,False,Réel,94,16,False,False,1.0,"Most beautiful place of nepal in pokhra district, You can enjoy boat ride and paragliding here",94,16,Positif,0.8122
62,Pokhara,102 reviews,"Full enjoy. Boating,arti and temple between lake. Cool weather is here at night. Must go here while in Nepal.",real,False,Réel,109,19,False,False,0.9473684210526316,"Full enjoy. Boating,arti and temple between lake. Cool weather is here at night. Must go here while in Nepal.",109,19,Positif,0.6705
63,Pokhara,196 reviews,Very beautiful view 😍 ❤ bit costly but worthy march to September is the best season to visit there,real,False,Réel,98,19,True,False,0.9473684210526316,Very beautiful view 😍 ❤ bit costly but worthy march to September is the best season to visit there,98,19,Positif,0.9193
64,Pokhara,90 reviews,760 NPR for 1 hour boating. Can accommodate 4 people. Extra 400 for fast boating n stopping for tea break. No crowd in morning n more peaceful. For videos -> Insta: enjoymymoments77,real,False,Réel,181,32,False,False,0.875,760 NPR for 1 hour boating. Can accommodate 4 people. Extra 400 for fast boating n stopping for tea break. No crowd in morning n more peaceful. For videos -> Insta: enjoymymoments77,181,32,Positif,0.1761
65,Pokhara,300 reviews,Visit Pewa Paradise Restaurants Folk Nepali songs …,real,False,Réel,52,8,False,False,1.0,Visit Pewa Paradise Restaurants Folk Nepali songs …,51,8,Positif,0.6369
66,Pokhara,49 reviews,We met man bhadur dai here. Extremely happy to hear words from him about pokhara. We are delighted to take row in wooden boat and cyclying ferry. The cost was 660 npr for wooden boat and 860 npr for ferry.,real,False,Réel,205,40,False,False,0.8,We met man bhadur dai here. Extremely happy to hear words from him about pokhara. We are delighted to take row in wooden boat and cyclying ferry. The cost was 660 npr for wooden boat and 860 npr for ferry.,205,40,Positif,0.807
67,Pokhara,12 reviews,This place was awesome and felt close to nature. Lakeside market is also good for shopping,real,False,Réel,90,16,False,False,1.0,This place was awesome and felt close to nature. Lakeside market is also good for shopping,90,16,Positif,0.7906
68,Pokhara,224 reviews,"Amazing lake , with boat ride option to island temple and walk up to Buddha stupa great views beautiful ride amazing eateries along the lake phewa",real,False,Réel,147,26,False,False,0.8461538461538461,"Amazing lake , with boat ride option to island temple and walk up to Buddha stupa great views beautiful ride amazing eateries along the lake phewa",146,26,Positif,0.9485
69,Pokhara,89 reviews,"A calm and serene place to be. Boating is always enjoyable here, the view worth every second spent here.",real,False,Réel,104,19,False,False,1.0,"A calm and serene place to be. Boating is always enjoyable here, the view worth every second spent here.",104,19,Positif,0.8442
70,Pokhara,158 reviews,The beauty of the lakes mesmerizes anyone who loves nature. The main lake side area is a touristu area with plenty of hotels ranging from Rs …,real,False,Réel,143,27,False,False,0.8518518518518519,The beauty of the lakes mesmerizes anyone who loves nature. The main lake side area is a touristu area with plenty of hotels ranging from Rs …,142,27,Positif,0.8176
71,Pokhara,17 reviews,"Pokhara lake side offers a enchanting views and scenery to the visitors. We can enjoy boating. The ""Talbarahi"" temple in the middle of ""Fewa Lake"" adds it's beauty to another level. You can watch night ""Aarati."" If you are capable of …",real,False,Réel,235,42,False,False,0.8571428571428571,"Pokhara lake side offers a enchanting views and scenery to the visitors. We can enjoy boating. The ""Talbarahi"" temple in the middle of ""Fewa Lake"" adds it's beauty to another level. You can watch night ""Aarati."" If you are capable of …",235,42,Positif,0.8625
72,Pokhara,38 reviews,Natural Beauty at its best and lakeside Aarti during evening is just mesmerizing.,real,False,Réel,81,13,False,False,1.0,Natural Beauty at its best and lakeside Aarti during evening is just mesmerizing.,81,13,Positif,0.8885
73,Pokhara,113 reviews,This lake is situated at pokhara in Nepal. Undoubtedly beautiful lake of pokhara and many ways to reach this place with in pokhra. There is one temple located in lake too. You can hire a boat for boating on hourly basis. You must have visit this place if you are in pokhra Nepal. Thanks 🙏,real,False,Réel,288,55,True,False,0.7636363636363637,This lake is situated at pokhara in Nepal. Undoubtedly beautiful lake of pokhara and many ways to reach this place with in pokhra. There is one temple located in lake too. You can hire a boat for boating on hourly basis. You must have visit this place if you are in pokhra Nepal. Thanks 🙏,288,55,Positif,0.7845
74,Pokhara,219 reviews,"This is called Phewa Lake, Phewa Tal or Fewa Lake . Is a freshwater lake in Nepal formerly called Baidam Tal located in the south of the Pokhara Valley that includes Pokhara city; parts of Sarangkot and Kaskikot. The lake is stream-fed but …",real,False,Réel,241,44,False,False,0.7272727272727273,"This is called Phewa Lake, Phewa Tal or Fewa Lake . Is a freshwater lake in Nepal formerly called Baidam Tal located in the south of the Pokhara Valley that includes Pokhara city; parts of Sarangkot and Kaskikot. The lake is stream-fed but …",241,44,Neutre,0.0
75,Pokhara,46 reviews,"Cool place for boating, you can get a big boat per hr @npr 1250 and small one for npr850 And tour the lake with your friends and family",real,False,Réel,135,28,False,False,0.8928571428571429,"Cool place for boating, you can get a big boat per hr @npr 1250 and small one for npr850 And tour the lake with your friends and family",135,28,Positif,0.6597
76,Pokhara,68 reviews,One temple is there and we can do boating in this beautiful lake,real,False,Réel,64,13,False,False,1.0,One temple is there and we can do boating in this beautiful lake,64,13,Positif,0.6833
77,Pokhara,111 reviews,Beautiful place with wonderful view of mountain and lake. Most happening place in Pokhara. A must go place while you are in Pokhara,real,False,Réel,131,23,False,False,0.8695652173913043,Beautiful place with wonderful view of mountain and lake. Most happening place in Pokhara. A must go place while you are in Pokhara,131,23,Positif,0.8225
